,Address,ADDRESBR,STALPBR,ZIPBR,x,y,STATE,GEOID,BLOCK,TRACT
2744,"1500 West Main Street, IL 62901",1500 West Main Street,IL,62901,-89.234955,37.727604,NS,17,3010,010800
2745,"1501 U.S. Route 45 South, IL 62930",1501 U.S. Route 45 South,IL,62930,,,,,,
2746,"225 Main Street, IL 62982",225 Main Street,IL,62982,,,,,,
2747,"249 Canal Street, IL 62919",249 Canal Street,IL,62919,-88.16621,37.46844,NS,17,1067,971000
2748,"318 South Park Avenue, IL 62948",318 South Park Avenue,IL,62948,-89.02761,37.800827,NS,17,1031,020400
2749,"3201 Banterra Drive, IL 62959",3201 Banterra Drive,IL,62959,-88.98445,37.74651,NS,17,1021,021002
2750,"3520 Broadway, IL 62864",3520 Broadway,IL,62864,-88.93917,38.31436,NS,17,3003,050500
2751,"395 South Commercial Street, IL 62946",395 South Commercial Street,IL,62946,,,,,,
2752,"402-04 Court Street, IL 62995",402-04 Court Street,IL,62995,-88.89612,37.414806,NS,17,3026,977800
2753,"506 North Victor Street, IL 62822",506 North Victor Street,IL,62822,-89.053505,37.976295,NS,17,3063,040300
2754,"520 East Poplar Street, IL 62946",520 East Poplar Street,IL,62946,,,,,,
2755,"521 Ferry Street, IL 62960",521 Ferry Street,IL,62960,-88.73168,37.15131,NS,17,2045,970400
2756,"800 North Carbon Street, IL 62959",800 North Carbon Street,IL,62959,-88.948,37.738422,NS,17,1040,021003
2757,"908 Grand Avenue, IL 62951",908 Grand Avenue,IL,62951,-88.9327,37.818974,NS,17,2038,020700
2758,"East Main Street, IL 62869",East Main Street,IL,62869,,,,,,
2759,"First And Main Streets, IL 62931",First And Main Streets,IL,62931,-88.30488,37.446037,NS,17,3049,971000
2760,"Jackson And Market Streets, IL 62859",Jackson And Market Streets,IL,62859,,,,,,
2761,"Murphy Street, IL 62979",Murphy Street,IL,62979,,,,,,
2762,"322 West Main Cross, IL 62568",322 West Main Cross,IL,62568,-89.2978,39.549328,NS,17,1018,958400
2763,"502 South Broad Street, IL 62547",502 South Broad Street,IL,62547,,,,,,
2764,"130 West Side Square, IL 62367",130 West Side Square,IL,62367,,,,,,
2765,"701 North Court Street, IL 62959",701 North Court Street,IL,62959,-88.932625,37.734947,NS,17,2075,021001
2766,"1005 Cameron Drive, IL 61024",1005 Cameron Drive,IL,61024,-89.33133,42.424385,NS,17,2070,004100
2767,"13697 Best Road, IL 61019",13697 Best Road,IL,61019,-89.381004,42.449993,NS,17,3066,004100
2768,"901 South Lincoln Avenue, IL 62269",901 South Lincoln Avenue,IL,62269,-89.91106,38.584335,NS,17,3017,504354
2769,"107 First Street, IL 61241",107 First Street,IL,61241,-90.35871,41.482895,NS,17,5000,030100
2770,"11th Street And 1st Avenue, IL 61282",11th Street And 1st Avenue,IL,61282,-90.413055,41.511707,NS,17,1045,020302
2771,"124 North Main Street, IL 61275",124 North Main Street,IL,61275,-90.336296,41.606934,NS,17,2030,020102
2772,"1308 Southeast 4th Street, IL 61231",1308 Southeast 4th Street,IL,61231,-90.74597,41.19084,NS,17,4037,040300
2773,"1315 Avenue Of The Cities, IL 61244",1315 Avenue Of The Cities,IL,61244,,,,,,
2774,"13917 134th Avenue, West, IL 61284","13917 134th Avenue, West",IL,61284,-90.7627,41.387062,NS,17,3028,024103
2775,"200 First Street, IL 61240",200 First Street,IL,61240,-90.4608,41.449947,NS,17,1024,024000
2776,"2009 E. 10th Avenue, IL 61264",2009 E. 10th Avenue,IL,61264,,,,,,
2777,"225 U S Highway 6 East, IL 61254",225 U S Highway 6 East,IL,61254,,,,,,
2778,"301 4th Street West, IL 61264",301 4th Street West,IL,61264,-90.5718,41.45115,NS,17,2096,024300
2779,"3600 70th Street, IL 61265",3600 70th Street,IL,61265,-90.44428,41.476707,NS,17,2002,021100
2780,"4100 - 44th Avenue, IL 61265",4100 - 44th Avenue,IL,61265,,,,,,
2781,"4610 38th Street, IL 61201",4610 38th Street,IL,61201,-90.54772,41.46665,NS,17,1029,023000
2782,"100 South Chestnut, IL 61568",100 South Chestnut,IL,61568,-89.48675,40.52703,NS,17,1053,021702
2783,"101 East Evergreen Street, IL 61529",101 East Evergreen Street,IL,61529,-89.96601,40.77876,NS,17,3049,004000
2784,"105 East Main Street, IL 61559",105 East Main Street,IL,61559,,,,,,
2785,"105 South Adams, IL 61546",105 South Adams,IL,61546,-89.78199,40.425602,NS,17,2025,956300
2786,"119 West 5th Street, IL 61760",119 West 5th Street,IL,61760,-89.033966,40.90176,NS,17,3042,030200
2787,"12223 W Farmington Road, IL 61536",12223 W Farmington Road,IL,61536,-89.800354,40.692913,NS,17,2038,004902
2788,"127 South Side Square, IL 61455",127 South Side Square,IL,61455,-90.6713,40.458256,NS,17,2033,010402
2789,"1301 South Main Street, IL 61550",1301 South Main Street,IL,61550,-89.4723,40.59757,NS,17,1089,021604
2790,"14 Main Street, IL 61479",14 Main Street,IL,61479,,,,,,
2791,"147 East Fort Street, IL 61531",147 East Fort Street,IL,61531,-90.00388,40.698196,NS,17,1021,952800
2792,"1605 North Tremont Street, IL 61611",1605 North Tremont Street,IL,61611,-89.51718,40.828682,NS,17,1031,030502
2793,"1881 Washington Road, IL 61571",1881 Washington Road,IL,61571,-89.44265,40.704933,NS,17,1008,022200
2794,"201 North Main Street, IL 61369",201 North Main Street,IL,61369,,,,,,
2795,"201clock Tower Dr, IL 61611",201clock Tower Dr,IL,61611,,,,,,
2796,"205 South Main Street, IL 61530",205 South Main Street,IL,61530,-89.27282,40.720295,NS,17,4100,030601
2797,"218 North Main Street, IL 61550",218 North Main Street,IL,61550,,,,,,
2798,"2301 Washington Road, IL 61611",2301 Washington Road,IL,61611,,,,,,
2799,"2400 East Washington Road, IL 61611",2400 East Washington Road,IL,61611,-89.537704,40.67514,NS,17,1010,020100
2800,"2807 E. Empire Street, IL 61704",2807 E. Empire Street,IL,61704,-88.92967,40.488297,NS,17,2004,001103
2801,"3100 West Harmon Highway, IL 61604",3100 West Harmon Highway,IL,61604,,,,,,
2802,"313 5th Street, IL 61540",313 5th Street,IL,61540,-89.41092,41.024803,NS,17,1068,961400
2803,"3420 W Willow Knolls Drive, IL 61614",3420 W Willow Knolls Drive,IL,61614,-89.64496,40.776207,NS,17,2004,003104
2804,"411 South Vine Street, IL 61911",411 South Vine Street,IL,61911,-88.472435,39.712704,NS,17,2041,976900
2805,"416 West Front Street, IL 61561",416 West Front Street,IL,61561,-89.201416,40.79351,NS,17,1141,030300
2806,"4488 N Prospect Road, IL 61616",4488 N Prospect Road,IL,61616,-89.57408,40.74176,NS,17,3041,004200
2807,"4730 North University Street, IL 61614",4730 North University Street,IL,61614,-89.61251,40.744804,NS,17,3020,002900
2808,"601 Court St, IL 61554",601 Court St,IL,61554,-89.643906,40.56815,NS,17,1102,020800
2809,"615 North Trivoli Avenue, IL 61569",615 North Trivoli Avenue,IL,61569,-89.89064,40.69653,NS,17,2002,004000
2810,"617 West Garfield Avenue, IL 61607",617 West Garfield Avenue,IL,61607,-89.66233,40.647053,NS,17,1029,004600
2811,"6907 North Knoxville Avenue, IL 61614",6907 North Knoxville Avenue,IL,61614,-89.60264,40.771515,NS,17,1000,003200
2812,"701 N Minier Ave, IL 61759",701 N Minier Ave,IL,61759,-89.313576,40.440434,NS,17,1035,022000
2813,"721 West Jackson Street, IL 61550",721 West Jackson Street,IL,61550,,,,,,
2814,"804 West Oak Street, IL 61739",804 West Oak Street,IL,61739,-88.524536,40.744026,NS,17,4007,960800
2815,"Main Street And Penn Avenue, IL 61473",Main Street And Penn Avenue,IL,61473,-90.66409,40.732365,NS,17,3037,870200
2816,"10 Terra Verde, IL 62025",10 Terra Verde,IL,62025,,,,,,
2817,"100 West Elm Street, IL 62515",100 West Elm Street,IL,62515,-89.40705,39.85242,NS,17,4011,004000
2818,"1604 West Morton Avenue, IL 62650",1604 West Morton Avenue,IL,62650,,,,,,
2819,"1645 Illinois Highway 121, IL 62549",1645 Illinois Highway 121,IL,62549,-88.87079,39.788506,RTE,17,3001,002500
2820,"1925 South Macarthur Boulevard, IL 62704",1925 South Macarthur Boulevard,IL,62704,-89.66828,39.779938,NS,17,3006,002100
2821,"2601 North Dirksen Parkway, IL 62702",2601 North Dirksen Parkway,IL,62702,-89.60459,39.836887,NS,17,2013,000501
2822,"303 Fountains Parkway, IL 62208",303 Fountains Parkway,IL,62208,-89.98479,38.60429,NS,17,2054,503404
2823,"303 N Main St, IL 62523",303 N Main St,IL,62523,-88.955925,39.843666,NS,17,1051,003100
2824,"303 Pulaski Street, IL 62656",303 Pulaski Street,IL,62656,-89.36596,40.147663,NS,17,4046,953300
2825,"3215 Maine Street, IL 62301",3215 Maine Street,IL,62301,-91.36462,39.931686,NS,17,2002,001100
2826,"3601 Wabash Avenue., IL 62711",3601 Wabash Avenue.,IL,62711,,,,,,
2827,"222 West Cermak Road, IL 60616",222 West Cermak Road,IL,60616,-87.632935,41.85292,NS,17,1018,841100
2828,"5000 North Broadway, IL 60640",5000 North Broadway,IL,60640,-87.659775,41.97272,NS,17,1006,031100
2829,"665 Pasquinelli Drive #b104, IL 60559",665 Pasquinelli Drive #b104,IL,60559,-87.955536,41.81853,NS,17,2019,844502
2830,"100 S. Main Street, IL 60148",100 S. Main Street,IL,60148,-88.0184,41.886112,NS,17,2003,843500
2831,"1004 104th Street, IL 60564",1004 104th Street,IL,60564,-88.16686,41.694237,NS,17,1000,880316
2832,"1005 75th Street, IL 60561",1005 75th Street,IL,60561,-87.971,41.7519,NS,17,1003,845810
2833,"101 North Lake Street, IL 60507",101 North Lake Street,IL,60507,,,,,,
2834,"1061 West Stearns Road, IL 60103",1061 West Stearns Road,IL,60103,-88.20509,41.974854,NS,17,1018,841316
2835,"1071 Station Drive, IL 60543",1071 Station Drive,IL,60543,-88.38183,41.694077,NS,17,2034,890403
2836,"1104 West Boughton, IL 60440",1104 West Boughton,IL,60440,-88.115326,41.704212,NS,17,2002,880123
2837,"1122 South Main Street, IL 60148",1122 South Main Street,IL,60148,-88.017525,41.862843,NS,17,2017,844201
2838,"1296 East Chicago Avenue, IL 60540",1296 East Chicago Avenue,IL,60540,-88.11957,41.776737,NS,17,1000,846208
2839,"1311 Butterfield Road, Unit 111, IL 60502","1311 Butterfield Road, Unit 111",IL,60502,-88.28254,41.812767,NS,17,3020,852806
2840,"1380 West Army Trail Road, IL 60188",1380 West Army Trail Road,IL,60188,,,,,,
2841,"1657 Bloomingdale Road, IL 60139",1657 Bloomingdale Road,IL,60139,-88.08138,41.91987,NS,17,1013,840911
2842,"17w754 22nd Street, IL 60181",17w754 22nd Street,IL,60181,-87.97655,41.84625,NS,17,1003,844402
2843,"1830 Douglas Road, IL 60538",1830 Douglas Road,IL,60538,-88.31947,41.721798,NS,17,2018,890104
2844,"1870 Mcdonald Road, IL 60177",1870 Mcdonald Road,IL,60177,-88.33963,41.985172,NS,17,5016,851907
2845,"2000 West Galena Blvd, IL 60507",2000 West Galena Blvd,IL,60507,,,,,,
2846,"2000 West Galena Boulevard, IL 60506",2000 West Galena Boulevard,IL,60506,-88.36605,41.764458,NS,17,1002,854001
2847,"2020 Feldott Drive, IL 60563",2020 Feldott Drive,IL,60563,,,,,,
2848,"221 South West Street, IL 60187",221 South West Street,IL,60187,-88.11147,41.8638,NS,17,3019,842500
2849,"2800 South Finley Road, IL 60515",2800 South Finley Road,IL,60515,-88.025925,41.838024,NS,17,1009,844305
2850,"2830 Route 34, IL 60543",2830 Route 34,IL,60543,-88.31658,41.699295,NS,17,1015,890107
2851,"295 West Loop Road, IL 60187",295 West Loop Road,IL,60187,-88.10995,41.82905,NS,17,1004,842601
2852,"3000 East Main Street, IL 60174",3000 East Main Street,IL,60174,,,,,,
2853,"315 Randall Road, IL 60174",315 Randall Road,IL,60174,-88.33991,41.907066,NS,17,1001,852204
2854,"335 Eola Road, IL 60504",335 Eola Road,IL,60504,,,,,,
2855,"35041 Route 59, IL 60555",35041 Route 59,IL,60555,,,,,,
2856,"355 West Army Trail Road, IL 60108",355 West Army Trail Road,IL,60108,-88.11165,41.93925,NS,17,2033,841114
2857,"40 East St. Charles Road, IL 60181",40 East St. Charles Road,IL,60181,,,,,,
2858,"401 North Gary Avenue, IL 60187",401 North Gary Avenue,IL,60187,-88.11323,41.868,NS,17,1026,842500
2859,"505 North Weber Road, IL 60446",505 North Weber Road,IL,60446,,,,,,
2860,"522 North State Route 47, IL 60554",522 North State Route 47,IL,60554,,,,,,
2861,"5330 South Main Street, IL 60515",5330 South Main Street,IL,60515,-88.01006,41.79068,NS,17,1000,845702
2862,"6396-6400 South Cass Avenue, IL 60559",6396-6400 South Cass Avenue,IL,60559,-87.97449,41.772125,NS,17,2002,845506
2863,"672 East Boughton Road, IL 60439",672 East Boughton Road,IL,60439,,,,,,
2864,"701-711 South Westmore Avenue, IL 60148",701-711 South Westmore Avenue,IL,60148,,,,,,
2865,"707 North Main Street, IL 60148",707 North Main Street,IL,60148,,,,,,
2866,"8001 Cass Avenue, IL 60561",8001 Cass Avenue,IL,60561,-87.97357,41.743416,NS,17,3002,845805
2867,"895 East Geneva Road, IL 60188",895 East Geneva Road,IL,60188,,,,,,
2868,"9136 Washington Avenue, IL 60513",9136 Washington Avenue,IL,60513,-87.850876,41.82759,NS,17,5036,818800
2869,"315 Main Street, N.W., IL 60914","315 Main Street, N.W.",IL,60914,-87.88229,41.15698,NS,17,1003,010500
2870,"333 East Court Street, IL 60901",333 East Court Street,IL,60901,-87.862015,41.120102,NS,17,1013,012300
2871,"Second And Main Streets, IL 62633",Second And Main Streets,IL,62633,,,,,,
2872,"300 East Northwest Highway, IL 60067",300 East Northwest Highway,IL,60067,-88.03645,42.119442,NS,17,1012,803604
2873,"113 Depot Street, IL 62326",113 Depot Street,IL,62326,-90.79311,40.425423,NS,17,3019,011100
2874,"104 East Broadway, IL 62293",104 East Broadway,IL,62293,-89.68102,38.605553,NS,17,3068,900100
2875,"1001 Northwest Highway, IL 60068",1001 Northwest Highway,IL,60068,-87.85207,42.025433,NS,17,6010,805902
2876,"101 South Sutton Road, IL 60107",101 South Sutton Road,IL,60107,-88.20205,42.030468,NS,17,1016,804316
2877,"1400 West Algonquin Road, IL 60005",1400 West Algonquin Road,IL,60005,-87.954735,42.033527,NS,17,4003,805111
2878,"14345 South Lagrange Road, IL 60462",14345 South Lagrange Road,IL,60462,,,,,,
2879,"1590 South Elmhurst Road, IL 60056",1590 South Elmhurst Road,IL,60056,-87.940704,42.03774,NS,17,4004,805002
2880,"1600 North Roselle Road, IL 60195",1600 North Roselle Road,IL,60195,-88.07962,42.055733,NS,17,2001,804713
2881,"2 North Western Avenue, IL 60110",2 North Western Avenue,IL,60110,-88.29382,42.10806,NS,17,2013,850106
2882,"2250 Bloomingdale Road,, IL 60139","2250 Bloomingdale Road,",IL,60139,-88.08031,41.939144,NS,17,2015,841113
2883,"22w555 Butterfield Road, IL 60137",22w555 Butterfield Road,IL,60137,-88.06619,41.830166,NS,17,3035,842706
2884,"2512 North Harlem Avenue, IL 60707",2512 North Harlem Avenue,IL,60707,-87.80635,41.926456,NS,17,1000,810702
2885,"370 Georgetown Square Shopping Cente, IL 60191",370 Georgetown Square Shopping Cente,IL,60191,-87.997574,41.965096,NS,17,1007,840102
2886,"39 North Morgan Street, IL 60607",39 North Morgan Street,IL,60607,-87.65204,41.882256,NS,17,1042,833000
2887,"40 North Waukegan Avenue, IL 60015",40 North Waukegan Avenue,IL,60015,,,,,,
2888,"4106 North Milwaukee Avenue, IL 60641",4106 North Milwaukee Avenue,IL,60641,-87.74998,41.955425,NS,17,1028,150200
2889,"4480 West Lawrence Avenue, IL 60630",4480 West Lawrence Avenue,IL,60630,-87.74104,41.968105,NS,17,5035,140400
2890,"4646 North Cumberland Avenue, IL 60656",4646 North Cumberland Avenue,IL,60656,-87.83671,41.96422,NS,17,1023,760802
2891,"4800 North Harlem Avenue, IL 60656",4800 North Harlem Avenue,IL,60656,,,,,,
2892,"4854 North Milwaukee Avenue, IL 60630",4854 North Milwaukee Avenue,IL,60630,-87.76172,41.968987,NS,17,1007,110502
2893,"608 Higgins, IL 60068",608 Higgins,IL,60068,,,,,,
2894,"650 Route 173, IL 60002",650 Route 173,IL,60002,,,,,,
2895,"700 East Rand Road, IL 60056",700 East Rand Road,IL,60056,-87.92642,42.070946,NS,17,1021,802702
2896,"7601 North Milwaukke Avenue, IL 60714",7601 North Milwaukke Avenue,IL,60714,,,,,,
2897,"914 West Army Trail Road, IL 60188",914 West Army Trail Road,IL,60188,-88.15136,41.940704,NS,17,1024,841322
2898,"951 Meacham Road, IL 60007",951 Meacham Road,IL,60007,-88.045944,41.999924,NS,17,1008,804606
2899,"191 North Front Street, IL 62544",191 North Front Street,IL,62544,-88.999596,39.708614,NS,17,2094,002602
2900,"311 North Main Street, IL 61462",311 North Main Street,IL,61462,,,,,,
2901,"101 Chestnut, IL 60521",101 Chestnut,IL,60521,-87.93105,41.802795,NS,17,2012,845300
2902,"101 Main Street, IL 60185",101 Main Street,IL,60185,-88.20488,41.884544,NS,17,2014,841504
2903,"105 East Roosevelt Road, IL 60185",105 East Roosevelt Road,IL,60185,,,,,,
2904,"120 West Madison Avenue, IL 60602",120 West Madison Avenue,IL,60602,-87.63192,41.881973,NS,17,1060,839100
2905,"1510 75th Street, IL 60561",1510 75th Street,IL,60561,-87.98149,41.751686,NS,17,3025,845505
2906,"15790 South Harlem Avenue, IL 60462",15790 South Harlem Avenue,IL,60462,-87.79424,41.60447,NS,17,4008,824107
2907,"1640 W Lake St, IL 60101",1640 W Lake St,IL,60101,-88.02879,41.949196,NS,17,2021,840202
2908,"2136 South Oak Park Avenue, IL 60402",2136 South Oak Park Avenue,IL,60402,-87.79336,41.85106,NS,17,3023,814900
2909,"2221 Camden Court, IL 60523",2221 Camden Court,IL,60523,-87.982925,41.845646,NS,17,1007,844402
2910,"2720 Hassert Blvd., IL 60564",2720 Hassert Blvd.,IL,60564,-88.19924,41.68074,NS,17,2002,880318
2911,"2720 West Devon Avenue, IL 60659",2720 West Devon Avenue,IL,60659,-87.69816,41.99759,NS,17,3012,020601
2912,"4028 West 79th Street, IL 60652",4028 West 79th Street,IL,60652,-87.72231,41.7495,NS,17,4000,700200
2913,"4433 West Touhy Avenue, IL 60712",4433 West Touhy Avenue,IL,60712,-87.73944,42.011753,NS,17,1034,808001
2914,"5500 St. Charles Road, IL 60163",5500 St. Charles Road,IL,60163,-87.905754,41.889355,NS,17,2006,816800
2915,"6400 W. Diversey, IL 60707",6400 W. Diversey,IL,60707,-87.785736,41.931007,NS,17,1024,831500
2916,"6501 South Pulaski Avenue, IL 60629",6501 South Pulaski Avenue,IL,60629,-87.72266,41.77494,NS,17,1028,650302
2917,"8420 West 171st Street, IL 60487",8420 West 171st Street,IL,60487,-87.82323,41.579983,NS,17,1022,824121
2918,"9440 Joliet Road, IL 60525",9440 Joliet Road,IL,60525,-87.86559,41.77968,NS,17,1115,820202
2919,"9530 W 131 St, IL 60464",9530 W 131 St,IL,60464,-87.852806,41.652313,NS,17,1041,823901
2920,"1 Professional Plaza, IL 62363",1 Professional Plaza,IL,62363,,,,,,
2921,"101 N. 36th Street, IL 62301",101 N. 36th Street,IL,62301,-91.3584,39.931683,NS,17,2003,001100
2922,"101-103 East Main Street, IL 62353",101-103 East Main Street,IL,62353,-90.76474,39.985493,NS,17,3003,970500
2923,"105 West Franklin, IL 61748",105 West Franklin,IL,61748,,,,,,
2924,"109 East Depot Street, IL 62326",109 East Depot Street,IL,62326,-90.79276,40.425533,NS,17,3024,011100
2925,"1111 Broadway, IL 62341",1111 Broadway,IL,62341,-91.34389,40.393105,NS,17,2036,954100
2926,"120 Governor Oglesby Street, IL 62634",120 Governor Oglesby Street,IL,62634,-89.48306,40.020683,NS,17,3040,953500
2927,"120 Illini Boulevard, IL 62684",120 Illini Boulevard,IL,62684,,,,,,
2928,"120 South Chatham Road, IL 62704",120 South Chatham Road,IL,62704,-89.68706,39.80099,NS,17,2002,001100
2929,"129 North Washington, IL 62014",129 North Washington,IL,62014,-89.95152,39.043205,NS,17,4028,956700
2930,"1700 East Jackson Street, IL 61455",1700 East Jackson Street,IL,61455,-90.642334,40.458607,NS,17,2016,010600
2931,"190 East Hurst, IL 61422",190 East Hurst,IL,61422,-90.50798,40.551064,NS,17,5011,010100
2932,"1900 West Iles Avenue, IL 62704",1900 West Iles Avenue,IL,62704,-89.68709,39.76937,NS,17,2000,002002
2933,"200 North 33rd Street, IL 62301",200 North 33rd Street,IL,62301,-91.363106,39.93244,NS,17,2003,001100
2934,"200 Reichert Road, IL 62530",200 Reichert Road,IL,62530,-89.651024,39.567223,NS,17,5015,003300
2935,"2001 Maine Street, IL 62301",2001 Maine Street,IL,62301,-91.383514,39.9318,NS,17,2013,000600
2936,"206 East Wood, IL 62320",206 East Wood,IL,62320,-91.064285,40.03993,NS,17,3050,010200
2937,"21 East Market, IL 62694",21 East Market,IL,62694,-90.45614,39.628567,NS,17,1093,970700
2938,"2120 North Peoria Road, IL 62702",2120 North Peoria Road,IL,62702,-89.63767,39.829487,NS,17,1001,000400
2939,"215 South Morse Street, IL 62082",215 South Morse Street,IL,62082,-90.372635,39.483124,NS,17,2001,973700
2940,"2201 Woodlawn Road, Suite 100, IL 62656","2201 Woodlawn Road, Suite 100",IL,62656,,,,,,
2941,"2403 Homer Adams Parkway, IL 62002",2403 Homer Adams Parkway,IL,62002,,,,,,
2942,"2711 Godfrey Road, IL 62035",2711 Godfrey Road,IL,62035,-90.191795,38.923042,NS,17,3019,402701
2943,"301 North Main Street, IL 62629",301 North Main Street,IL,62629,-89.7045,39.671474,NS,17,4031,003203
2944,"301 South Macoupin Street, IL 62033",301 South Macoupin Street,IL,62033,-89.81547,39.1259,NS,17,4039,956900
2945,"3112 Godfrey Road, IL 62035",3112 Godfrey Road,IL,62035,-90.191574,38.93055,NS,17,1000,402721
2946,"3200 West Iles Avenue, IL 62711",3200 West Iles Avenue,IL,62711,-89.71827,39.77094,NS,17,1000,003604
2947,"321 Quincy Street, IL 62339",321 Quincy Street,IL,62339,-91.01605,40.109646,NS,17,1084,010200
2948,"402 Main Street, IL 62044",402 Main Street,IL,62044,-90.21077,39.344673,NS,17,1015,973600
2949,"404 North Broad Street, IL 62626",404 North Broad Street,IL,62626,-89.88164,39.284016,NS,17,1000,956400
2950,"410 Buchanan, IL 62321",410 Buchanan,IL,62321,-91.13772,40.416267,NS,17,2029,953800
2951,"430 West Jackson Street, IL 61455",430 West Jackson Street,IL,61455,,,,,,
2952,"440 Maine Street, IL 62301",440 Maine Street,IL,62301,-91.409386,39.931904,NS,17,2044,000700
2953,"507 Main Street, IL 62311",507 Main Street,IL,62311,-90.95141,40.230274,NS,17,4036,954300
2954,"600 West Main St., IL 62545",600 West Main St.,IL,62545,-89.40352,39.809776,NS,17,5068,004000
2955,"617 Bruns Lane, IL 62702",617 Bruns Lane,IL,62702,-89.68716,39.807907,NS,17,3023,000201
2956,"619 Fifth Street, IL 62558",619 Fifth Street,IL,62558,,,,,,
2957,"700 Stevenson Drive, IL 62703",700 Stevenson Drive,IL,62703,-89.646805,39.75729,NS,17,3008,002700
2958,"790 East Jackson Street, IL 62615",790 East Jackson Street,IL,62615,-89.749916,39.589245,NS,17,1028,003400
2959,"West Jefferson Street And State Route 4, IL 62615",West Jefferson Street And State Route 4,IL,62615,,,,,,
2960,"1111 Maine St, IL 62301",1111 Maine St,IL,62301,-91.397995,39.931854,NS,17,1018,000700
2961,"1140 Commercial Court, Suite A, IL 62629","1140 Commercial Court, Suite A",IL,62629,,,,,,
2962,"1701 W. Morton Avenue, IL 62650",1701 W. Morton Avenue,IL,62650,-90.25701,39.723152,NS,17,2033,952000
2963,"1717 North Illinois Street, IL 62226",1717 North Illinois Street,IL,62226,-89.98357,38.532482,NS,17,2006,503301
2964,"1770 Frank Scott Parkway East, IL 62269",1770 Frank Scott Parkway East,IL,62269,-89.93048,38.570522,NS,17,1000,503324
2965,"2160a South Illinois Route 157, IL 62034",2160a South Illinois Route 157,IL,62034,,,,,,
2966,"220 North 48th Street, IL 62305",220 North 48th Street,IL,62305,-91.339294,39.93394,NS,17,1014,010600
2967,"2600 Stevenson Drive, IL 62703",2600 Stevenson Drive,IL,62703,-89.61865,39.757973,NS,17,4001,002500
2968,"303 W. College, IL 62650",303 W. College,IL,62650,-90.2322,39.732483,NS,17,3068,951700
2969,"3400 West Wabash, IL 62711",3400 West Wabash,IL,62711,,,,,,
2970,"417 West North Street, IL 62088",417 West North Street,IL,62088,-89.791466,39.013107,NS,17,3039,957200
2971,"850 East Madison Street, IL 62701",850 East Madison Street,IL,62701,-89.64422,39.80387,NS,17,1001,001400
2972,"160 N. Morgan Street, IL 60607",160 N. Morgan Street,IL,60607,-87.65214,41.88523,NS,17,1013,833000
2973,"1959 W Grand Ave, IL 60622",1959 W Grand Ave,IL,60622,-87.6759,41.890835,NS,17,2012,243100
2974,"2335 South Wentworth Avenue, IL 60616",2335 South Wentworth Avenue,IL,60616,-87.63195,41.85031,NS,17,2001,841100
2975,"525 West Roosevelt Road, IL 60607",525 West Roosevelt Road,IL,60607,-87.64023,41.86724,NS,17,2019,841900
2976,"808 W 35th Street, IL 60605",808 W 35th Street,IL,60605,,,,,,
2977,"1055 West Roosevelt, IL 60608",1055 West Roosevelt,IL,60608,,,,,,
2978,"1350 South Michigan Ave, IL 60605",1350 South Michigan Ave,IL,60605,-87.62405,41.864883,NS,17,2007,330102
2979,"141 West Jackson Boulevard, IL 60604",141 West Jackson Boulevard,IL,60604,,,,,,
2980,"165 S. York Street, IL 60126",165 S. York Street,IL,60126,-87.94,41.8977,NS,17,2023,842900
2981,"2200 South Archer Avenue, IL 60616",2200 South Archer Avenue,IL,60616,-87.63567,41.852455,NS,17,3000,841100
2982,"2800 N Ashland Ave, IL 60657",2800 N Ashland Ave,IL,60657,-87.6684,41.932476,NS,17,1018,062600
2983,"55 West Wacker Drive, IL 60601",55 West Wacker Drive,IL,60601,-87.63019,41.886875,NS,17,1015,839100
2984,"1725 South West Avenue, IL 61032",1725 South West Avenue,IL,61032,-89.631615,42.279907,NS,17,5014,001200
2985,"3963 N Perryville Rd, IL 61114",3963 N Perryville Rd,IL,61114,-88.98186,42.31803,NS,17,1014,000512
2986,"510 Park Crest Drive, IL 61032",510 Park Crest Drive,IL,61032,-89.665276,42.299503,NS,17,3008,000900
2987,"100 Main Street, IL 62897",100 Main Street,IL,62897,-88.90282,38.087116,NS,17,2009,040500
2988,"111 East Washington Street, IL 62812",111 East Washington Street,IL,62812,-88.92019,37.997833,NS,17,1037,040600
2989,"200 North Main Street, IL 62812",200 North Main Street,IL,62812,,,,,,
2990,"400 West Adelaide, IL 62822",400 West Adelaide,IL,62822,-89.057144,37.97888,NS,17,3027,040300
2991,"700 E Franklin, IL 62884",700 E Franklin,IL,62884,-89.04177,38.091885,NS,17,2086,040100
2992,"13766 E Dix Texico Rd, IL 62889",13766 E Dix Texico Rd,IL,62889,-88.89043,38.439404,NS,17,4012,050100
2993,"112 Market Street, IL 62540",112 Market Street,IL,62540,-89.414665,39.58765,NS,17,2029,958200
2994,"State Route 104, Rural Route 2, IL 62568","State Route 104, Rural Route 2",IL,62568,,,,,,
2995,"100 North Lasalle Street, IL 60602",100 North Lasalle Street,IL,60602,-87.632416,41.883263,NS,17,1053,839100
2996,"25140 W. Channon Dr., IL 60410",25140 W. Channon Dr.,IL,60410,-88.22328,41.43354,NS,17,1046,883305
2997,"601 East Cass Street, IL 60432",601 East Cass Street,IL,60432,,,,,,
2998,"801 S. Briggs St., IL 60433",801 S. Briggs St.,IL,60433,-88.0426,41.510365,NS,17,2014,883000
