,Address,ADDRESBR,STALPBR,ZIPBR,x,y,STATE,GEOID,BLOCK,TRACT
529,"3425 West 26th Street, IL 60623",3425 West 26th Street,IL,60623,,,,,,
530,"350 West North Avenue, IL 60101",350 West North Avenue,IL,60101,,,,,,
531,"4046 West 111th Street, IL 60453",4046 West 111th Street,IL,60453,,,,,,
532,"4200 S. Ashland Avenue, IL 60609",4200 S. Ashland Avenue,IL,60609,-87.66519,41.81766,NS,17,1003,610300
533,"4200 West 95th Street, IL 60453",4200 West 95th Street,IL,60453,-87.72563,41.72038,NS,17,1012,822102
534,"4211 West 167th Street, IL 60478",4211 West 167th Street,IL,60478,,,,,,
535,"425 Devon Avenue, IL 60068",425 Devon Avenue,IL,60068,-87.82817,41.996674,NS,17,1005,810400
536,"430 West Roosevelt Road, IL 60607",430 West Roosevelt Road,IL,60607,-87.63842,41.867332,NS,17,2002,841900
537,"4301 North Harlem Avenue, IL 60706",4301 North Harlem Avenue,IL,60706,-87.807205,41.958324,NS,17,3010,810502
538,"4500 West North Avenue, IL 60639",4500 West North Avenue,IL,60639,-87.738686,41.90972,NS,17,2013,230500
539,"455 East Rand Road, IL 60004",455 East Rand Road,IL,60004,,,,,,
540,"4671 W Irving Park Road, IL 60641",4671 W Irving Park Road,IL,60641,-87.74624,41.953434,NS,17,1016,831700
541,"4707 Center Street, IL 60532",4707 Center Street,IL,60532,-88.07217,41.79987,NS,17,4011,846003
542,"4758 North Racine Avenue, IL 60640",4758 North Racine Avenue,IL,60640,-87.659676,41.96817,NS,17,1000,031700
543,"4800 Southwick Drive, IL 60443",4800 Southwick Drive,IL,60443,-87.73303,41.502335,NS,17,1009,830006
544,"4825 North Austin Avenue, IL 60630",4825 North Austin Avenue,IL,60630,-87.77795,41.96828,NS,17,3001,150401
545,"49 East Chicago Avenue, IL 60611",49 East Chicago Avenue,IL,60611,-87.626366,41.896698,NS,17,2001,081500
546,"500 North Michigan Avenue, IL 60611",500 North Michigan Avenue,IL,60611,-87.62423,41.890995,NS,17,3000,081500
547,"501 North Greenwood Avenue, IL 60068",501 North Greenwood Avenue,IL,60068,,,,,,
548,"506 S. Schmale, IL 60188",506 S. Schmale,IL,60188,-88.105606,41.891872,NS,17,2026,841704
549,"515 East Townline Road, IL 60061",515 East Townline Road,IL,60061,-87.95244,42.240437,NS,17,1000,864513
550,"515 North Lasalle Street, IL 60654",515 North Lasalle Street,IL,60654,-87.63247,41.890884,NS,17,2025,081700
551,"515 West Irving Park Road, IL 60143",515 West Irving Park Road,IL,60143,-88.022156,41.971565,NS,17,3003,840201
552,"5200 West Fullerton Avenue, IL 60639",5200 West Fullerton Avenue,IL,60639,-87.75625,41.92411,NS,17,3020,190702
553,"5231 South Pulaski Rd, IL 60632",5231 South Pulaski Rd,IL,60632,-87.7233,41.798187,NS,17,1016,620100
554,"5250 North Harlem Avenue, IL 60656",5250 North Harlem Avenue,IL,60656,-87.80707,41.975662,NS,17,2002,100500
555,"534 Randall Road, IL 60177",534 Randall Road,IL,60177,-88.340645,41.97497,NS,17,4005,852101
556,"5466 North Milwaukee, IL 60630",5466 North Milwaukee,IL,60630,-87.772125,41.98046,NS,17,1014,110200
557,"55 Lake Cook Road, IL 60089",55 Lake Cook Road,IL,60089,-87.96011,42.153843,NS,17,1034,864519
558,"550 North Hough Street, IL 60010",550 North Hough Street,IL,60010,-88.13608,42.159508,NS,17,3048,864308
559,"5601 S Kedzie Ave, IL 60629",5601 S Kedzie Ave,IL,60629,-87.70349,41.791553,NS,17,2015,630800
560,"5983 N. Lincoln Avenue, IL 60659",5983 N. Lincoln Avenue,IL,60659,-87.706764,41.990036,NS,17,1002,020701
561,"600 West Roosevelt Road, IL 60137",600 West Roosevelt Road,IL,60137,,,,,,
562,"6115 South Pulaski Road, IL 60629",6115 South Pulaski Road,IL,60629,,,,,,
563,"6300 Kingery Hwy Ste 500, IL 60527",6300 Kingery Hwy Ste 500,IL,60527,,,,,,
564,"6331 West Archer Avenue, IL 60638",6331 West Archer Avenue,IL,60638,,,,,,
565,"635 S. Randall Road, IL 60123",635 S. Randall Road,IL,60123,-88.33914,42.024387,NS,17,1007,851908
566,"6359 W. Diversey Avenue, IL 60639",6359 W. Diversey Avenue,IL,60639,-87.78452,41.931015,NS,17,1005,190601
567,"6400 West Cermak Road, IL 60402",6400 West Cermak Road,IL,60402,-87.783646,41.85077,NS,17,2020,814900
568,"6425 West Belmont Avenue, IL 60634",6425 West Belmont Avenue,IL,60634,,,,,,
569,"6551 West 95th, IL 60415",6551 West 95th,IL,60415,-87.78509,41.719505,NS,17,5000,823001
570,"6665 North Northwest Highway, IL 60631",6665 North Northwest Highway,IL,60631,-87.81495,42.002026,NS,17,3015,090200
571,"6720 West Roosevelt Road, IL 60304",6720 West Roosevelt Road,IL,60304,-87.79284,41.865177,NS,17,2017,813200
572,"68 Stratford Square, IL 60108",68 Stratford Square,IL,60108,-88.11688,41.95147,NS,17,2025,841114
573,"6900 South Ashland Avenue, IL 60636",6900 South Ashland Avenue,IL,60636,-87.6639,41.768517,NS,17,3013,671500
574,"6958 Spring Creek Rd., IL 61114",6958 Spring Creek Rd.,IL,61114,-88.98318,42.29704,NS,17,2018,000510
575,"70 Biesterfield Road, IL 60007",70 Biesterfield Road,IL,60007,-88.00619,42.003582,NS,17,1020,770202
576,"700 E. Boughton Road, IL 60440",700 E. Boughton Road,IL,60440,-88.042305,41.721302,NS,17,2003,880109
577,"705 Sutton Road, IL 60107",705 Sutton Road,IL,60107,-88.20294,42.02065,NS,17,1024,804316
578,"7080 Carpenter Road, IL 60077",7080 Carpenter Road,IL,60077,-87.76166,42.009914,NS,17,1002,807800
579,"7126 West North Avenue, IL 60707",7126 West North Avenue,IL,60707,-87.80288,41.908943,NS,17,7026,250500
580,"7131 S. Stony Island Ave., IL 60649",7131 S. Stony Island Ave.,IL,60649,-87.58589,41.765255,NS,17,3010,430500
581,"7225 West Belmont, IL 60634",7225 West Belmont,IL,60634,-87.80786,41.937984,NS,17,1000,170900
582,"7250 S Cicero Ave, IL 60629",7250 S Cicero Ave,IL,60629,-87.7418,41.761024,NS,17,1018,820901
583,"7516 N. Clark Street, IL 60626",7516 N. Clark Street,IL,60626,-87.675835,42.01822,NS,17,1003,010202
584,"780 North Western Avenue, IL 60045",780 North Western Avenue,IL,60045,-87.84048,42.253872,NS,17,1010,863500
585,"790 Main Street, IL 60047",790 Main Street,IL,60047,-88.108475,42.190315,NS,17,3035,864408
586,"7900 S. Halsted, IL 60620",7900 S. Halsted,IL,60620,-87.64405,41.75061,NS,17,1008,710800
587,"7952 Lincoln Avenue, IL 60077",7952 Lincoln Avenue,IL,60077,-87.75559,42.02458,NS,17,3000,807700
588,"800 East Higgins Road, IL 60173",800 East Higgins Road,IL,60173,,,,,,
589,"802 Commons Drive, IL 60134",802 Commons Drive,IL,60134,,,,,,
590,"8422 W. Lawrence Ave., IL 60706",8422 W. Lawrence Ave.,IL,60706,-87.83703,41.966595,NS,17,2019,770902
591,"850 W. Algonquin Road, IL 60005",850 W. Algonquin Road,IL,60005,-87.9949,42.052193,NS,17,2016,805106
592,"8745 Waukegan Road, IL 60053",8745 Waukegan Road,IL,60053,-87.79912,42.039883,NS,17,1001,808301
593,"8950 Greenwood Avenue, IL 60714",8950 Greenwood Avenue,IL,60714,-87.84052,42.042786,NS,17,2003,806004
594,"896 N Rte 59, IL 60504",896 N Rte 59,IL,60504,,,,,,
595,"899 North Randall Road, IL 60510",899 North Randall Road,IL,60510,-88.34041,41.863632,NS,17,1001,854800
596,"9 Executive Court, IL 60010",9 Executive Court,IL,60010,-88.14237,42.08022,NS,17,1022,804203
597,"910 Talon Drive, IL 62269",910 Talon Drive,IL,62269,-89.931725,38.592403,NS,17,1000,503414
598,"920 South Waukegan Road, IL 60085",920 South Waukegan Road,IL,60085,-87.89491,42.343136,NS,17,3024,861504
599,"9233 South Commercial Avenue, IL 60617",9233 South Commercial Avenue,IL,60617,-87.55119,41.727386,NS,17,1026,461000
600,"9353 Skokie Blvd, IL 60077",9353 Skokie Blvd,IL,60077,-87.74688,42.050766,NS,17,2031,806801
601,"957 East Belvidere Road, IL 60030",957 East Belvidere Road,IL,60030,,,,,,
602,"963 West Belmont Avenue, IL 60657",963 West Belmont Avenue,IL,60657,-87.6536,41.93991,NS,17,1003,063000
603,"99 Northwest Highway, IL 60014",99 Northwest Highway,IL,60014,,,,,,
604,"100 South Main Street, IL 61462",100 South Main Street,IL,61462,,,,,,
605,"100 W Lincoln Way, IL 61270",100 W Lincoln Way,IL,61270,-89.9665,41.809807,NS,17,1051,000200
606,"11000 31st Street, IL 60154",11000 31st Street,IL,60154,-87.89636,41.833706,NS,17,3014,818500
607,"121 West First Street, IL 61254",121 West First Street,IL,61254,-90.156075,41.453175,NS,17,3013,030302
608,"13308 Village Green Drive, IL 60142",13308 Village Green Drive,IL,60142,,,,,,
609,"1380 Patriot Boulevard, IL 60026",1380 Patriot Boulevard,IL,60026,,,,,,
610,"1800 30th Street, IL 61201",1800 30th Street,IL,61201,-90.55737,41.493214,NS,17,1000,023200
611,"210 South Roselle Road, IL 60193",210 South Roselle Road,IL,60193,-88.07996,42.022663,NS,17,1000,804810
612,"2131 North Henderson Street, IL 61401",2131 North Henderson Street,IL,61401,-90.38417,40.91995,NS,17,2038,000900
613,"2289 Howard Street, IL 60202",2289 Howard Street,IL,60202,-87.70761,42.019173,NS,17,2014,810301
614,"245 North Main Street, IL 61520",245 North Main Street,IL,61520,-90.035095,40.558826,NS,17,2001,953400
615,"333 South Illinois 83, IL 60126",333 South Illinois 83,IL,60126,-87.928696,41.88446,NS,17,4007,842800
616,"4101 60th Street, IL 61265",4101 60th Street,IL,61265,-90.456406,41.471508,NS,17,2023,021100
617,"4575 16th Street, IL 61265",4575 16th Street,IL,61265,-90.507065,41.467304,NS,17,1057,021900
618,"50 East Main Street, IL 61401",50 East Main Street,IL,61401,-90.369934,40.947464,NS,17,2006,000800
619,"5640 West Touhy Avenue, IL 60714",5640 West Touhy Avenue,IL,60714,-87.76845,42.011944,NS,17,1002,808100
620,"621 E. Dundee Road, IL 60074",621 E. Dundee Road,IL,60074,-88.02962,42.13918,NS,17,1000,803605
621,"127 South Oak Street, IL 61910",127 South Oak Street,IL,61910,-88.30819,39.684048,NS,17,3045,952400
622,"201 South Vine, IL 61911",201 South Vine,IL,61911,-88.47244,39.716026,NS,17,2037,976900
623,"504 South Main Street, IL 61953",504 South Main Street,IL,61953,-88.287704,39.795193,NS,17,4043,952200
624,"110 South Charles Street, IL 62611",110 South Charles Street,IL,62611,-90.37208,39.877533,NS,17,3058,960200
625,"1839 West Morton Avenue, IL 62650",1839 West Morton Avenue,IL,62650,-90.2606,39.72311,NS,17,2033,952000
626,"1904 South Main, IL 62650",1904 South Main,IL,62650,-90.22923,39.706795,NS,17,4002,952100
627,"141 North Chestnut Street, IL 62510",141 North Chestnut Street,IL,62510,-89.04967,39.519608,NS,17,2028,958700
628,"105 Southwest Church Street, IL 61723",105 Southwest Church Street,IL,61723,-89.2302,40.260494,NS,17,1032,952900
629,"Franklin And Hamilton Streets, IL 61754",Franklin And Hamilton Streets,IL,61754,,,,,,
630,"1200 Douglas Road, IL 60543",1200 Douglas Road,IL,60543,-88.31581,41.69961,NS,17,2020,890103
631,"1230 N. Orchard Road, IL 60506",1230 N. Orchard Road,IL,60506,,,,,,
632,"1301-1305 West Taylor Street, IL 60607",1301-1305 West Taylor Street,IL,60607,-87.65944,41.86937,NS,17,1008,283200
633,"1350 North Farnsworth Avenue, IL 60505",1350 North Farnsworth Avenue,IL,60505,-88.28187,41.784393,NS,17,4007,852907
634,"1810 Dekalb Avenue, IL 60178",1810 Dekalb Avenue,IL,60178,-88.71828,41.970547,NS,17,3029,000700
635,"194 South Main Street, IL 60109",194 South Main Street,IL,60109,-88.548805,42.053474,NS,17,2019,850703
636,"195 West Joe Orr Road, IL 60411",195 West Joe Orr Road,IL,60411,,,,,,
637,"1991 West Wilson Street, IL 60510",1991 West Wilson Street,IL,60510,-88.33997,41.849747,NS,17,4005,852700
638,"200 West John Street, IL 60542",200 West John Street,IL,60542,-88.327774,41.804043,NS,17,2015,853004
639,"20201 South La Grange Road, IL 60423",20201 South La Grange Road,IL,60423,,,,,,
640,"26 West Countryside Parkway, IL 60560",26 West Countryside Parkway,IL,60560,-88.44345,41.661945,NS,17,2012,890401
641,"2s101 Harter Road, IL 60144",2s101 Harter Road,IL,60144,-88.52208,41.835236,NS,17,3049,852403
642,"3101 Ogden Road, IL 60532",3101 Ogden Road,IL,60532,,,,,,
643,"323 East Norris Drive, IL 61350",323 East Norris Drive,IL,61350,-88.83792,41.356144,NS,17,3046,962600
644,"3290 Us Highway 20 And Nesler Road, IL 60123",3290 Us Highway 20 And Nesler Road,IL,60123,,,,,,
645,"37-39 South River Street, IL 60506",37-39 South River Street,IL,60506,,,,,,
646,"4080 Fox Valley Center Drive, IL 60504",4080 Fox Valley Center Drive,IL,60504,-88.21409,41.760834,NS,17,1002,846509
647,"40w 422 Il-64, IL 60183",40w 422 Il-64,IL,60183,,,,,,
648,"555 Redwood Drive, IL 60506",555 Redwood Drive,IL,60506,-88.3617,41.767426,NS,17,2002,853005
649,"6400 W. North Avenue, IL 60707",6400 W. North Avenue,IL,60707,-87.78509,41.909153,NS,17,2028,250500
650,"7050 Burroughs Avenue, IL 60545",7050 Burroughs Avenue,IL,60545,-88.56872,41.652737,NS,17,1013,890501
651,"749 North Main Street, IL 60119",749 North Main Street,IL,60119,,,,,,
652,"801 S. Kirk Road, IL 60174",801 S. Kirk Road,IL,60174,-88.30498,41.91152,NS,17,2000,852002
653,"850 Essington, IL 60435",850 Essington,IL,60435,-88.16062,41.537224,NS,17,1017,883208
654,"9443 South Ashland Avenue, IL 60620",9443 South Ashland Avenue,IL,60620,,,,,,
655,"Cross Street At Illinois Route 47, IL 60554",Cross Street At Illinois Route 47,IL,60554,,,,,,
656,"Two South York Road, IL 60106",Two South York Road,IL,60106,,,,,,
657,"101 East Purcell, IL 62668",101 East Purcell,IL,62668,-90.251656,39.584328,NS,17,3073,952200
658,"26 West Cherry Street, IL 62694",26 West Cherry Street,IL,62694,,,,,,
659,"300 Washington Street, IL 62618",300 Washington Street,IL,62618,-90.43471,40.016167,NS,17,2030,960500
660,"100 West Elm Street, IL 61520",100 West Elm Street,IL,61520,,,,,,
661,"120 East Washington Street, IL 61542",120 East Washington Street,IL,61542,-90.154945,40.397255,NS,17,3029,953800
662,"130 North Side Square, IL 61455",130 North Side Square,IL,61455,-90.67128,40.459255,NS,17,2019,010402
663,"300 East Main Street, IL 61427",300 East Main Street,IL,61427,,,,,,
664,"700 Second Street, IL 61537",700 Second Street,IL,61537,-89.356895,41.110073,NS,17,3037,961200
665,"155 Court House Square, IL 62468",155 Court House Square,IL,62468,,,,,,
666,"1609 Lexington Street, IL 62439",1609 Lexington Street,IL,62439,-87.688934,38.72705,NS,17,2030,881000
667,"1620 W Main St, IL 62454",1620 W Main St,IL,62454,-87.75899,39.005627,NS,17,3001,880300
668,"203 E Main Street, IL 61418",203 E Main Street,IL,61418,-90.8628,40.85484,NS,17,1047,973400
669,"305-307 North Central Avenue, IL 62420",305-307 North Central Avenue,IL,62420,-87.992905,39.30168,NS,17,5034,060300
670,"415 Archer Ave, IL 62441",415 Archer Ave,IL,62441,-87.69779,39.38985,NS,17,4003,060200
671,"55 West Cumberland Street, IL 62442",55 West Cumberland Street,IL,62442,-87.8819,39.333344,NS,17,2037,060300
672,"936 North State Highway 49, IL 62420",936 North State Highway 49,IL,62420,-87.988304,39.310516,HWY,17,4044,060300
673,"First And Main Streets, IL 62427",First And Main Streets,IL,62427,,,,,,
674,"1002 North Main Street, IL 61846",1002 North Main Street,IL,61846,-87.63703,39.98401,NS,17,2025,011000
675,"202 South Sandusky Street, IL 61817",202 South Sandusky Street,IL,61817,-87.7031,40.064182,NS,17,2068,010702
676,"2 Kelli Court, IL 61727",2 Kelli Court,IL,61727,,,,,,
677,"101 Meadowview Center, IL 60901",101 Meadowview Center,IL,60901,,,,,,
678,"11821 S. Western Avenue, IL 60643",11821 S. Western Avenue,IL,60643,-87.68073,41.678505,NS,17,2013,750500
679,"1241 S. Wabash Avenue, IL 60605",1241 S. Wabash Avenue,IL,60605,-87.62581,41.866676,NS,17,1000,330102
680,"1290 W. Boughton Road, IL 60440",1290 W. Boughton Road,IL,60440,-88.124825,41.703045,NS,17,2002,880123
681,"1345 West Diversey, IL 60614",1345 West Diversey,IL,60614,-87.66267,41.932487,NS,17,3001,070500
682,"1430 Golf Road, IL 60008",1430 Golf Road,IL,60008,-88.00177,42.05138,NS,17,2000,805105
683,"14741 Founders Crossing, IL 60491",14741 Founders Crossing,IL,60491,,,,,,
684,"15 Riverside Road, IL 60546",15 Riverside Road,IL,60546,,,,,,
685,"1780 West Fullerton Avenue, IL 60101",1780 West Fullerton Avenue,IL,60101,-88.03149,41.91897,NS,17,1026,846604
686,"1789 South Randall Road, IL 60134",1789 South Randall Road,IL,60134,-88.34036,41.86931,NS,17,2008,852606
687,"1818 West Jefferson Street, IL 60434",1818 West Jefferson Street,IL,60434,,,,,,
688,"1865 South Cedar Lake Road, IL 60073",1865 South Cedar Lake Road,IL,60073,-88.0915,42.38185,NS,17,3006,861201
689,"1906 East Grand Avenue, IL 60046",1906 East Grand Avenue,IL,60046,-88.03755,42.412926,NS,17,4005,861008
690,"2001 North Manheim Road, IL 60160",2001 North Manheim Road,IL,60160,-87.88389,41.910816,NS,17,4001,811301
691,"201 South State Street, IL 60140",201 South State Street,IL,60140,-88.53015,42.09684,ST,17,1043,850705
692,"2013 75th Street, IL 60561",2013 75th Street,IL,60561,,,,,,
693,"20704 S. Cicero Avenue, IL 60443",20704 S. Cicero Avenue,IL,60443,-87.73253,41.513214,NS,17,4040,830004
694,"2101 Willow Road, IL 60025",2101 Willow Road,IL,60025,,,,,,
695,"218 West Main Street, IL 60118",218 West Main Street,IL,60118,-88.2789,42.09811,NS,17,1018,850500
696,"261 S. Western Ave., IL 60110",261 S. Western Ave.,IL,60110,-88.29088,42.104656,NS,17,1030,850103
697,"288 North Main Street, IL 60914",288 North Main Street,IL,60914,-90.66793,41.33525,NS,17,4016,024103
698,"2901 East Main Street, IL 60174",2901 East Main Street,IL,60174,,,,,,
699,"3024 Reflection Drive, IL 60564",3024 Reflection Drive,IL,60564,-88.20852,41.7095,NS,17,1000,880323
700,"3054 East New York Street, IL 60504",3054 East New York Street,IL,60504,,,,,,
701,"3205 Mall Loop Drive, IL 60431",3205 Mall Loop Drive,IL,60431,,,,,,
702,"3221 West 87th Street, IL 60805",3221 West 87th Street,IL,60805,-87.703,41.735184,NS,17,2000,821600
703,"33 South Rand Road, IL 60047",33 South Rand Road,IL,60047,-88.11156,42.19938,NS,17,3020,864408
704,"33 West Monroe, IL 60603",33 West Monroe,IL,60603,-87.629196,41.88072,NS,17,1074,839100
705,"356 W. Armitage Avenue, IL 60614",356 W. Armitage Avenue,IL,60614,-87.638214,41.91834,NS,17,1002,071400
706,"395 W. Higgins Road, IL 60169",395 W. Higgins Road,IL,60169,,,,,,
707,"4501 South Pulaski Road, IL 60632",4501 South Pulaski Road,IL,60632,-87.72371,41.811394,NS,17,1022,570100
708,"4611 Golf Road, IL 60076",4611 Golf Road,IL,60076,-87.74218,42.055244,NS,17,2021,806801
709,"500 Grand Avenue, IL 60046",500 Grand Avenue,IL,60046,-88.072075,42.415474,NS,17,1037,861012
710,"5000 North Elston Avenue, IL 60630",5000 North Elston Avenue,IL,60630,-87.74589,41.971626,NS,17,5009,140400
711,"6200 West 95th Street, IL 60453",6200 West 95th Street,IL,60453,,,,,,
712,"632 Randall Road, IL 60177",632 Randall Road,IL,60177,-88.34062,41.97216,NS,17,4005,852101
713,"643 North Fairbanks Court, IL 60611",643 North Fairbanks Court,IL,60611,-87.62027,41.89359,NS,17,2010,081401
714,"700 Busse Road, IL 60007",700 Busse Road,IL,60007,-87.95975,42.01599,NS,17,3014,770400
715,"700 East Ogden Avenue, IL 60563",700 East Ogden Avenue,IL,60563,-88.13639,41.786034,NS,17,3010,846105
716,"7005 Grand Avenue, IL 60031",7005 Grand Avenue,IL,60031,-87.97577,42.38588,NS,17,1003,861609
717,"701 North Milwaukee Avenue, IL 60061",701 North Milwaukee Avenue,IL,60061,-87.94374,42.235615,NS,17,1015,866200
718,"721 Meacham Road, IL 60007",721 Meacham Road,IL,60007,-88.04588,42.004833,NS,17,1008,804606
719,"739 E. Boughton Road, IL 60440",739 E. Boughton Road,IL,60440,-88.04001,41.72244,NS,17,2003,880109
720,"7747 N Waukegan Rd, IL 60714",7747 N Waukegan Rd,IL,60714,-87.80301,42.02211,NS,17,3007,808200
721,"80 Stratford Square Drive, IL 60108",80 Stratford Square Drive,IL,60108,-88.116425,41.95148,NS,17,2025,841114
722,"830 Roosevelt Road, IL 60137",830 Roosevelt Road,IL,60137,-88.05103,41.8594,NS,17,2024,842100
723,"970 S. Route 59, IL 60103",970 S. Route 59,IL,60103,,,,,,
724,"One Bank Lane, IL 60089",One Bank Lane,IL,60089,,,,,,
725,"101 East Chicago Street, IL 60120",101 East Chicago Street,IL,60120,-88.28434,42.037224,NS,17,2030,854600
726,"100 East Plummer, IL 62629",100 East Plummer,IL,62629,-89.70466,39.68592,NS,17,1043,003201
727,"106 West Main Street, IL 62677",106 West Main Street,IL,62677,,,,,,
728,"109 Main Street, IL 61841",109 Main Street,IL,61841,-87.83083,40.04739,NS,17,1032,010900
729,"205 East Jefferson Street, IL 62548",205 East Jefferson Street,IL,62548,-89.28321,40.009613,NS,17,3011,953600
730,"217 South Neil Street, Suite C, IL 61820","217 South Neil Street, Suite C",IL,61820,-88.243515,40.11512,NS,17,2032,011002
731,"2402 East Washington Street, IL 61704",2402 East Washington Street,IL,61704,-88.94828,40.47992,NS,17,1019,001103
732,"2450 North Dirksen Parkway, IL 62702",2450 North Dirksen Parkway,IL,62702,-89.60462,39.835728,NS,17,2036,000501
733,"2601 Chatham Road, IL 62704",2601 Chatham Road,IL,62704,-89.68693,39.770756,NS,17,1040,002001
734,"2849 South Sixth Street, IL 62703",2849 South Sixth Street,IL,62703,-89.64841,39.76375,NS,17,2011,002700
735,"3150 West Wabash Avenue, IL 62704",3150 West Wabash Avenue,IL,62704,,,,,,
736,"322 East Capitol Street, IL 62701",322 East Capitol Street,IL,62701,-89.651855,39.798363,NS,17,1022,001400
737,"409 North Seventh Street, IL 62561",409 North Seventh Street,IL,62561,,,,,,
738,"7535 North Knoxville Avenue, IL 61614",7535 North Knoxville Avenue,IL,61614,-89.60256,40.779976,NS,17,3000,003200
739,"105 West Main Street, IL 61325",105 West Main Street,IL,61325,,,,,,
740,"500 S County Farm Road, IL 60187",500 S County Farm Road,IL,60187,-88.14452,41.86985,NS,17,1019,842603
741,"101 West Main Street, IL 61534",101 West Main Street,IL,61534,,,,,,
742,"112 South Orange Street, IL 62644",112 South Orange Street,IL,62644,-90.06371,40.2999,NS,17,3016,956500
743,"112 South Second Street, IL 62682",112 South Second Street,IL,62682,-89.60394,40.305492,NS,17,1078,956700
744,"143 South Main Street, IL 61542",143 South Main Street,IL,61542,-90.15519,40.396286,NS,17,3037,953800
745,"207 N. Adams, IL 61546",207 N. Adams,IL,61546,-89.78102,40.426746,NS,17,2008,956300
746,"20883 Il 125, IL 62691",20883 Il 125,IL,62691,-90.19816,39.947025,RTE,17,1082,960200
747,"111 South Broad Street, IL 61540",111 South Broad Street,IL,61540,-89.40981,41.024513,NS,17,1085,961400
748,"260 Bucklin Street, IL 61301",260 Bucklin Street,IL,61301,-89.09985,41.329506,NS,17,2015,963300
749,"4141 Venture Drive, IL 61354",4141 Venture Drive,IL,61354,-89.12693,41.359856,NS,17,1005,963000
750,"722 Essington Road, Suite A, IL 60435","722 Essington Road, Suite A",IL,60435,-88.16055,41.53553,NS,17,1007,883206
751,"1201 State Street, IL 60439",1201 State Street,IL,60439,-87.999825,41.656376,ST,17,2030,824006
752,"1270 Village Drive, IL 60439",1270 Village Drive,IL,60439,-87.974754,41.67989,NS,17,3014,824004
753,"15624 Marian Drive, IL 60441",15624 Marian Drive,IL,60441,,,,,,
754,"310 Main Street, IL 60439",310 Main Street,IL,60439,-87.99961,41.67424,NS,17,2044,824004
755,"9700 Lemont Road, IL 60439",9700 Lemont Road,IL,60439,,,,,,
756,"#2 Bradford Drive, IL 61755",#2 Bradford Drive,IL,61755,,,,,,
757,"101 East Fast Street, IL 61755",101 East Fast Street,IL,61755,-89.35891,40.536953,NS,17,2019,021701
758,"116 East Exchange, IL 61732",116 East Exchange,IL,61732,-89.17708,40.52854,NS,17,1031,005202
759,"201 East First Street, IL 61733",201 East First Street,IL,61733,-89.33052,40.6276,NS,17,1052,021701
760,"10 West North Avenue, IL 60112",10 West North Avenue,IL,60112,-88.68928,41.92216,NS,17,1029,001600
761,"102 Indian Rd, IL 60550",102 Indian Rd,IL,60550,,,,,,
762,"135 W Oak Knoll Dr, IL 60140",135 W Oak Knoll Dr,IL,60140,-88.53253,42.088314,NS,17,3071,850705
763,"201 State Route 38, IL 60150",201 State Route 38,IL,60150,,,,,,
764,"2264 Us Route 52, IL 60549",2264 Us Route 52,IL,60549,-88.73462,41.485046,NS,17,2044,962300
765,"280 East Lincoln Highway, IL 60520",280 East Lincoln Highway,IL,60520,-88.638596,41.76904,NS,17,2049,001700
766,"310 Highway 23, IL 60135",310 Highway 23,IL,60135,-88.68392,42.095486,RTE,17,2045,000100
767,"351 N Main St, IL 60178",351 N Main St,IL,60178,-88.6838,41.991596,NS,17,4015,000600
768,"370 N Main Street, IL 60531",370 N Main Street,IL,60531,-88.79924,41.617397,NS,17,2016,961702
769,"555 Bethany Road, IL 60115",555 Bethany Road,IL,60115,-88.73152,41.966076,NS,17,1029,000500
770,"605 East Market Street, IL 60552",605 East Market Street,IL,60552,,,,,,
771,"775 S. Annie Glidden Road, IL 60115",775 S. Annie Glidden Road,IL,60115,-88.773056,41.923557,NS,17,4025,001400
772,"230 South State Street, IL 60442",230 South State Street,IL,60442,-87.98664,41.42348,ST,17,1010,883509
773,"550 West North Street, IL 60442",550 West North Street,IL,60442,,,,,,
774,"836 W. Laraway Road, IL 60451",836 W. Laraway Road,IL,60451,-87.981705,41.482838,NS,17,2006,881112
775,"1 Jefferson Street, IL 61854",1 Jefferson Street,IL,61854,,,,,,
776,"10 East Cumberland Street, IL 62442",10 East Cumberland Street,IL,62442,-87.88278,39.3331,NS,17,1047,060300
777,"100 South Water Street, IL 62526",100 South Water Street,IL,62526,,,,,,
778,"101 East Main Street, IL 61401",101 East Main Street,IL,61401,,,,,,
779,"101 South Central Avenue, IL 61944",101 South Central Avenue,IL,61944,-87.69627,39.611153,NS,17,2014,070400
780,"101 West Washington Street, IL 62411",101 West Washington Street,IL,62411,-88.74849,39.06062,NS,17,3027,950300
781,"102 East Sixth Street, IL 62447",102 East Sixth Street,IL,62447,-88.45339,39.31959,NS,17,1050,972600
782,"102 North Chestnut Street, IL 62924",102 North Chestnut Street,IL,62924,-89.2277,37.816517,NS,17,3166,010200
783,"1021 West Bird Boulevard, IL 61614",1021 West Bird Boulevard,IL,61614,,,,,,
784,"1046 Madison Avenue, IL 62095",1046 Madison Avenue,IL,62095,-90.07993,38.86003,NS,17,1003,401200
785,"1090 South Route 51, IL 62535",1090 South Route 51,IL,62535,,,,,,
786,"1101 W. Garfield Avenue, IL 61607",1101 W. Garfield Avenue,IL,61607,-89.67093,40.645187,NS,17,1022,004600
787,"114 West Church Street, IL 61824",114 West Church Street,IL,61824,,,,,,
788,"116 West Main Street, IL 62821",116 West Main Street,IL,62821,,,,,,
